Airplane.damage.,Airplane.fate.,DateCrash,YearCrash,First.flight.,AccidentCountry,Nature,Operator,Phase,Departcountry,Destcountry,Type,Total.airframe.hrs.,Status.,FatalCrew,FatalPass,OccupantsCrew,OccupantsPass,FatalTotal,OccupantsTotal
Damaged beyond repair,NA,Friday 9 February 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-40-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Friday 9 February 1945,1945,1944,India,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47B-20-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Friday 9 February 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-50-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Friday 9 February 1945,1945,1944,China,Military,United States Army Air Force - USAAF,Unknown (UNK),China,China,Douglas C-47B-15-DK (DC-3),NA,,0,0,4,0,0,4
Missing,Presumed damaged beyond repair,Friday 9 February 1945,1945,1944,China,Military,United States Army Air Force - USAAF,Unknown (UNK),China,China,Douglas C-47B-15-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 10 February 1945,1945,,India,Military,United States Army Air Force - USAAF,Standing (STD),?,?,Curtiss C-46A-45-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Saturday 10 February 1945,1945,1943,United States of America,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Lockheed C-60A-5-LO Lodestar,NA,,,,,,,
Damaged beyond repair,NA,Saturday 10 February 1945,1945,,India,Military,United States Army Air Force - USAAF,En route (ENR),?,?,Consolidated C-109 Liberator Express,NA,,0,0,,,0,
Damaged beyond repair,NA,Saturday 10 February 1945,1945,1943,Philippines,Military,United States Army Air Force - USAAF,Unknown (UNK),Philippines,Philippines,Douglas C-47A-DL (DC-3),NA,,0,0,4,8,0,12
Damaged beyond repair,NA,Saturday 10 February 1945,1945,1944,Philippines,Military,United States Army Air Force - USAAF,En route (ENR),Philippines,Philippines,Douglas C-47A-90-DL (DC-3),NA,,4,6,4,6,10,10
Missing,Presumed damaged beyond repair,Saturday 10 February 1945,1945,1944,Myanmar,Military,Royal Air Force - RAF,En route (ENR),India,India,Douglas Dakota IV (DC-3),NA,,5,0,5,0,5,5
Damaged beyond repair,NA,Sunday 11 February 1945,1945,,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-40-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Sunday 11 February 1945,1945,1944,United Kingdom,Military,United States Army Air Force - USAAF,En route (ENR),France,?,Douglas C-47B-1-DL (DC-3),NA,,5,2,5,2,7,7
Damaged beyond repair,NA,Sunday 11 February 1945,1945,,United Kingdom,Military,NA,Unknown (UNK),?,?,Short Sunderland III,NA,,,,,,11,11
Damaged beyond repair,NA,Sunday 11 February 1945,1945,,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Consolidated C-109 Liberator Express,NA,,,,,,,
Damaged beyond repair,NA,Sunday 11 February 1945,1945,1944,Bosnia and Herzegovina,Military,South African Air Force - SAAF,Takeoff (TOF),?,?,Douglas Dakota III (DC-3),NA,,0,0,,,0,
Missing,Presumed damaged beyond repair,Sunday 11 February 1945,1945,1943,Myanmar,Military,Royal Air Force - RAF,Unknown (UNK),?,?,Douglas Dakota III (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Monday 12 February 1945,1945,1944,Myanmar,Military,United States Army Air Force - USAAF,Takeoff (TOF),Myanmar,?,Douglas C-47B-20-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Monday 12 February 1945,1945,,India,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-30-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Monday 12 February 1945,1945,1941,Canada,Military,Royal Canadian Air Force - RCAF,Approach (APR),?,?,Consolidated 28-5MC Canso (PBY-5),NA,,,,,,4,8
Damaged beyond repair,NA,Monday 12 February 1945,1945,1943,India,Military,Royal Air Force - RAF,Takeoff (TOF),India,?,Douglas Dakota III (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 13 February 1945,1945,1944,Papua New Guinea,Military,United States Army Air Force - USAAF,Landing (LDG),?,Papua New Guinea,Douglas C-47A-25-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 13 February 1945,1945,,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-45-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Tuesday 13 February 1945,1945,1944,United States of America,Military,United States Navy,Approach (APR),?,United States of America,Douglas R4D-6 (DC-3),NA,,3,21,3,21,24,24
Damaged beyond repair,NA,Tuesday 13 February 1945,1945,1944,Indonesia,Military,United States Navy,Unknown (UNK),?,?,Douglas R4D-5 (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 13 February 1945,1945,1943,India,Military,Royal Air Force - RAF,Approach (APR),?,?,Douglas Dakota III (DC-3),NA,,4,0,4,0,4,4
Damaged beyond repair,NA,Wednesday 14 February 1945,1945,,Myanmar,Military,United States Army Air Force - USAAF,Landing (LDG),?,Myanmar,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Destroyed,Written off (damaged beyond repair),Wednesday 14 February 1945,1945,,United States of America,Military,United States Army Air Force - USAAF,Unknown (UNK),United States of America,United States of America,Douglas C-47A-75-DL (DC-3),NA,,4,0,5,1,4,6
Damaged beyond repair,NA,Wednesday 14 February 1945,1945,,Myanmar,Military,United States Army Air Forces - USAAF,Unknown (UNK),?,?,Douglas C-47A-75-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Wednesday 14 February 1945,1945,,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Consolidated C-109 Liberator Express,NA,,,,4,0,,4
Damaged beyond repair,NA,Wednesday 14 February 1945,1945,1943,India,Military,Royal Air Force - RAF,En route (ENR),Bangladesh,Bangladesh,Douglas Dakota III (DC-3),NA,,4,0,4,0,4,4
Damaged beyond repair,NA,Wednesday 14 February 1945,1945,1944,Philippines,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-90-DL (DC-3),NA,,6,0,6,0,6,6
Damaged beyond repair,NA,Thursday 15 February 1945,1945,1942,Brazil,Domestic Scheduled Passenger,Navegação Aérea Brasileira - NAB,Unknown (UNK),?,?,Lockheed 18-10 Lodestar,NA,,4,11,4,11,15,15
Damaged beyond repair,NA,Thursday 15 February 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Thursday 15 February 1945,1945,,India,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-45-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Thursday 15 February 1945,1945,1944,France,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47B-10-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 15 February 1945,1945,,India,Military,United States Army Air Force - USAAF,Takeoff (TOF),?,?,Douglas C-47A-90-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 15 February 1945,1945,1943,Papua New Guinea,Military,United States Navy,Unknown (UNK),?,?,Douglas R4D-5 (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 15 February 1945,1945,1943,Myanmar,Military,United States Army Air Force - USAAF,Landing (LDG),?,?,Douglas C-47A-70-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Friday 16 February 1945,1945,1944,China,Cargo,China National Aviation Corporation - CNAC,En route (ENR),?,?,Douglas C-47B-10-DK (DC-3),NA,,0,0,3,0,0,3
Damaged beyond repair,NA,Friday 16 February 1945,1945,1944,South Africa,Military,South African Air Force - SAAF,Unknown (UNK),?,?,Douglas C-47B-5-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Friday 16 February 1945,1945,1943,Philippines,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-60-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 17 February 1945,1945,1944,Papua New Guinea,Military,Royal Australian Air Force - RAAF,En route (ENR),Papua New Guinea,Papua New Guinea,Douglas C-47A-5-DK (DC-3),1742,,4,2,6,2,6,8
Damaged beyond repair,NA,Sunday 18 February 1945,1945,,Iran,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-45-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Sunday 18 February 1945,1945,1943,Myanmar,Military,United States Army Air Force - USAAF,Landing (LDG),?,?,Douglas C-47A-65-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Monday 19 February 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Monday 19 February 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-10-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Monday 19 February 1945,1945,,Papua New Guinea,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47B-1-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Monday 19 February 1945,1945,1943,United Kingdom,Military,Royal Air Force - RAF,Initial climb (ICL),United Kingdom,?,Douglas Dakota III (DC-3),NA,,,,,,20,21
Damaged beyond repair,NA,Tuesday 20 February 1945,1945,1943,India,Military,United States Army Air Force - USAAF,Taxi (TXI),?,?,Douglas C-47A-40-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Wednesday 21 February 1945,1945,,China,Military,United States Army Air Force - USAAF,Landing (LDG),?,?,Curtiss C-46A-40-CU Commando,NA,,0,0,,,0,
Damaged beyond repair,NA,Wednesday 21 February 1945,1945,1944,United States of America,Military,United States Navy,Unknown (UNK),?,?,Douglas R4D-6 (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 22 February 1945,1945,1942,India,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-53 (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 22 February 1945,1945,1944,France,Military,United States Army Air Force - USAAF,En route (ENR),?,?,Douglas C-47A-10-DK (DC-3),NA,,,,,,,
Missing,Presumed damaged beyond repair,Thursday 22 February 1945,1945,,Italy,Military,United States Army Air Force - USAAF,(CMB),?,?,Douglas C-47A-75-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 22 February 1945,1945,1943,Philippines,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 22 February 1945,1945,1944,France,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-20-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Friday 23 February 1945,1945,1939,United States of America,Domestic Scheduled Passenger,American Airlines,En route (ENR),United States of America,?,Douglas DC-3-277,17296,Final,2,15,3,19,17,22
Damaged beyond repair,NA,Friday 23 February 1945,1945,,Morocco,Military,United States Army Air Force - USAAF,Initial climb (ICL),Morocco,?,Curtiss C-46A-45-CU Commando,NA,,,,,,13,30
Damaged beyond repair,NA,Friday 23 February 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-25-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Friday 23 February 1945,1945,,Sudan,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-45-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Friday 23 February 1945,1945,1944,Pacific Ocean,Military,United States Army Air Force - USAAF,En route (ENR),Philippines,?,Douglas C-47B-1-DL (DC-3),NA,,,,,,20,20
Damaged beyond repair,NA,Friday 23 February 1945,1945,,Czech Republic,Military,Luftwaffe,En route (ENR),?,?,Junkers Ju-52/3mg4e,NA,,,,,,8,8
Damaged beyond repair,NA,Saturday 24 February 1945,1945,1944,United Kingdom,Military,Royal Air Force - RAF,Takeoff (TOF),United Kingdom,?,Douglas Dakota III (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Sunday 25 February 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-45-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Sunday 25 February 1945,1945,,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-40-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Monday 26 February 1945,1945,1944,China,Military,United States Army Air Force - USAAF,Landing (LDG),?,China,Douglas C-54B-1-DC (DC-4),NA,,,,,,,
Damaged beyond repair,NA,Monday 26 February 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Tuesday 27 February 1945,1945,,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-20-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Tuesday 27 February 1945,1945,,China,Military,United States Army Air Force - USAAF,Landing (LDG),?,?,Curtiss C-46A-45-CU Commando,NA,,0,0,,,0,
Damaged beyond repair,NA,Tuesday 27 February 1945,1945,,Pacific Ocean,Military,United States Navy,Landing (LDG),?,?,Boeing-Canada PB2B-1 Catalina,NA,,,,,,6,9
Damaged beyond repair,NA,Tuesday 27 February 1945,1945,1944,China,Military,United States Army Air Force - USAAF,Landing (LDG),?,China,Douglas C-47B-15-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 27 February 1945,1945,1938,Canada,Unknown,Trans-Canada Air Lines - TCAL,Unknown (UNK),?,?,Lockheed 14-08 Super Electra,NA,,,,,,,
Damaged beyond repair,NA,Tuesday 27 February 1945,1945,1944,Myanmar,Military,United States Army Air Force - USAAF,Landing (LDG),?,?,Douglas C-47A-90-DL (DC-3),NA,,,,,,,
Missing,Presumed damaged beyond repair,Wednesday 28 February 1945,1945,,Myanmar,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-20-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Wednesday 28 February 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Wednesday 28 February 1945,1945,1944,United Kingdom,Military,Royal Air Force - RAF,Landing (LDG),?,United Kingdom,Douglas Dakota IV (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 1 March 1945,1945,,India,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Consolidated C-109 Liberator Express,NA,,,,,,,
Damaged beyond repair,NA,Thursday 1 March 1945,1945,1944,Myanmar,Military,United States Army Air Force - USAAF,Landing (LDG),?,Myanmar,Douglas C-47A-25-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 1 March 1945,1945,1944,Philippines,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-15-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 1 March 1945,1945,1943,Papua New Guinea,Military,United States Army Air Force - USAAF,Takeoff (TOF),Indonesia,?,Douglas C-47A-30-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 1 March 1945,1945,1944,China,Military,Royal Air Force - RAF,En route (ENR),China,China,Douglas Dakota IV (DC-3),NA,,4,0,4,0,4,4
Damaged beyond repair,NA,Thursday 1 March 1945,1945,1944,Myanmar,Military,United States Army Air Force - USAAF,Landing (LDG),?,?,Douglas C-47A-25-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Friday 2 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-55-CK Commando,NA,,,,,,,
Damaged beyond repair,NA,Saturday 3 March 1945,1945,1942,India,Military,United States Army Air Force - USAAF,Unknown (UNK),?,India,Douglas C-47-DL (DC-3),NA,,2,25,2,25,27,27
Damaged beyond repair,NA,Saturday 3 March 1945,1945,1944,France,Military,United States Army Air Force - USAAF,Approach (APR),?,France,Douglas C-47A-30-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 3 March 1945,1945,,Bangladesh,Military,United States Army Air Force - USAAF,Takeoff (TOF),Bangladesh,?,Consolidated C-109 Liberator Express,NA,,,,,,,
Damaged beyond repair,NA,Saturday 3 March 1945,1945,,China,Military,United States Army Air Force - USAAF,Landing (LDG),?,China,Consolidated C-87 Liberator Express,NA,,,,,,,
Damaged beyond repair,NA,Saturday 3 March 1945,1945,1944,U.S. Minor Outlying Islands,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-90-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 3 March 1945,1945,1944,Philippines,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-85-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 3 March 1945,1945,1944,Myanmar,Military,Royal Air Force - RAF,Unknown (UNK),?,?,Douglas Dakota IV (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Sunday 4 March 1945,1945,,United Kingdom,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-10-CU Commando,NA,,4,0,4,0,4,4
Damaged beyond repair,NA,Sunday 4 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Sunday 4 March 1945,1945,1944,France,Military,United States Army Air Force - USAAF,Takeoff (TOF),France,?,Douglas C-47B-5-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Sunday 4 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-10-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Sunday 4 March 1945,1945,1944,United Kingdom,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-80-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Sunday 4 March 1945,1945,,Unknown country,Military,Royal Australian Air Force - RAAF,Unknown (UNK),?,?,Short Sunderland III,NA,,0,0,,,0,
Damaged beyond repair,NA,Sunday 4 March 1945,1945,,United States of America,Military,United States Army Air Force - USAAF,Approach (APR),?,United States of America,Douglas C-47A-45-DL (DC-3),NA,,2,0,2,0,2,2
Substantial,Written off (damaged beyond repair),Sunday 4 March 1945,1945,1944,United States of America,Military,United States Army Air Force - USAAF,Approach (APR),?,United States of America,Douglas C-47B-1-DL (DC-3),NA,,0,0,,,0,7
Damaged beyond repair,NA,Sunday 4 March 1945,1945,1944,Russia,Ferry/positioning,Aeroflot,En route (ENR),Poland,Russia,Douglas C-47A-25-DK (DC-3),NA,,5,0,5,0,5,5
Damaged beyond repair,NA,Monday 5 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-1-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Monday 5 March 1945,1945,,China,Military,United States Army Air Force - USAAF,Takeoff (TOF),China,?,Curtiss C-46A-40-CU Commando,NA,,0,0,,,0,
Damaged beyond repair,NA,Monday 5 March 1945,1945,,United States of America,Military,United States Army Air Force - USAAF,Standing (STD),-,-,Douglas C-47A-10-DL (DC-3),NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Monday 5 March 1945,1945,1944,France,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-15-DK (DC-3),NA,,,,,,,
Destroyed,Written off (damaged beyond repair),Monday 5 March 1945,1945,1943,United States of America,Military,United States Army Air Force - USAAF,Takeoff (TOF),United States of America,United States of America,Lockheed C-60A-5-LO Lodestar,NA,,3,0,3,0,3,3
Damaged beyond repair,NA,Monday 5 March 1945,1945,,India,Military,United States Army Air Force - USAAF,Standing (STD),?,?,Curtiss C-46A-45-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Monday 5 March 1945,1945,1944,Papua New Guinea,Military,United States Navy,Unknown (UNK),?,?,Douglas R4D-6 (DC-3),NA,,0,0,,,0,
Missing,Presumed damaged beyond repair,Monday 5 March 1945,1945,1944,Philippines,Military,United States Army Air Force - USAAF,En route (ENR),Philippines,Philippines,Douglas C-47A-80-DL (DC-3),NA,,4,1,4,1,5,5
Damaged beyond repair,NA,Monday 5 March 1945,1945,,China,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Consolidated C-87 Liberator Express,NA,,,,,,,
Damaged beyond repair,NA,Monday 5 March 1945,1945,,Taiwan,Unknown,Dai Nippon Koku KK (Imperial Japanese Airways),En route (ENR),?,?,Douglas DC-3 (Nakajima L2D),NA,,,,,,,
Damaged beyond repair,NA,Monday 5 March 1945,1945,1942,Papua New Guinea,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 6 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Tuesday 6 March 1945,1945,,,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-65-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 6 March 1945,1945,1943,Philippines,Military,United States Army Air Force - USAAF,Landing (LDG),?,?,Douglas C-47A-65-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 6 March 1945,1945,1944,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47B-1-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 6 March 1945,1945,1944,Myanmar,Military,United States Army Air Force - USAAF,Takeoff (TOF),Myanmar,?,Douglas C-47A-20-DK (DC-3),NA,,,,,,,
Missing,Presumed damaged beyond repair,Wednesday 7 March 1945,1945,,Unknown country,Military,Royal Australian Air Force - RAAF,Unknown (UNK),?,?,Boeing-Canada PB2B-1 Catalina,NA,,9,0,9,0,9,9
Damaged beyond repair,NA,Wednesday 7 March 1945,1945,1944,Philippines,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-85-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Wednesday 7 March 1945,1945,1943,Philippines,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 8 March 1945,1945,1944,Myanmar,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-25-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 8 March 1945,1945,,Myanmar,Military,United States Army Air Force - USAAF,Landing (LDG),?,?,Douglas C-47A-70-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Friday 9 March 1945,1945,,China,Military,United States Army Air Force - USAAF,Takeoff (TOF),China,?,Curtiss C-46A-55-CK Commando,NA,,,,,,,
Damaged beyond repair,NA,Friday 9 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-10-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Friday 9 March 1945,1945,,Myanmar,Military,United States Army Air Force - USAAF,Takeoff (TOF),Myanmar,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Friday 9 March 1945,1945,,Egypt,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-75-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Saturday 10 March 1945,1945,,United States of America,Military,United States Navy,Initial climb (ICL),United States of America,?,Consolidated PBY-5A Catalina,NA,,,,,,8,14
Damaged beyond repair,NA,Saturday 10 March 1945,1945,,Philippines,Military,United States Army Air Force - USAAF,Unknown (UNK),Philippines,Philippines,Curtiss C-46D-5-CU Commando,NA,,7,30,7,30,37,37
Damaged beyond repair,NA,Saturday 10 March 1945,1945,1943,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Sunday 11 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-30-CU Commando,NA,,,,,,,
Missing,Presumed damaged beyond repair,Sunday 11 March 1945,1945,,India,Military,United States Army Air Force - USAAF,En route (ENR),Bangladesh,?,Consolidated C-109 Liberator Express,NA,,4,0,4,0,4,4
Damaged beyond repair,NA,Sunday 11 March 1945,1945,1944,Philippines,Military,United States Army Air Force - USAAF,Standing (STD),-,-,Douglas C-47A-85-DL (DC-3),NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Sunday 11 March 1945,1945,1944,Philippines,Military,United States Army Air Force - USAAF,Standing (STD),-,-,Douglas C-47A-30-DK (DC-3),NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Sunday 11 March 1945,1945,1944,Philippines,Military,United States Army Air Force - USAAF,Standing (STD),-,-,Douglas C-47A-25-DK Skytrain (DC-3),NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Sunday 11 March 1945,1945,,India,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Consolidated C-87 Liberator Express,NA,,,,,,,
Damaged beyond repair,NA,Sunday 11 March 1945,1945,1944,Philippines,Military,United States Army Air Force - USAAF,Standing (STD),-,-,Douglas C-47B-1-DL (DC-3),NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Sunday 11 March 1945,1945,1944,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-30-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Sunday 11 March 1945,1945,1943,Philippines,Military,United States Army Air Force - USAAF,Standing (STD),-,-,Douglas C-47A-30-DL (DC-3),NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Sunday 11 March 1945,1945,1944,Philippines,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47A-90-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Monday 12 March 1945,1945,,Pacific Ocean,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46D-5-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Monday 12 March 1945,1945,,India,Military,United States Army Air Force - USAAF,En route (ENR),?,?,Consolidated C-109 Liberator Express,NA,,0,0,,,0,
Damaged beyond repair,NA,Monday 12 March 1945,1945,,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Curtiss C-46A-50-CU Commando,NA,,,,,,,
Damaged beyond repair,NA,Monday 12 March 1945,1945,1943,United States of America,Military,United States Army Air Force - USAAF,Takeoff (TOF),United States of America,?,Douglas C-47A-50-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Monday 12 March 1945,1945,,Philippines,Military,United States Army Air Force - USAAF,En route (ENR),Philippines,?,Curtiss C-46D-5-CU Commando,NA,,6,0,6,0,6,6
Damaged beyond repair,NA,Monday 12 March 1945,1945,1944,Unknown country,Military,United States Army Air Force - USAAF,Unknown (UNK),?,?,Douglas C-47B-15-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Monday 12 March 1945,1945,,Philippines,Military,United States Army Air Force - USAAF,En route (ENR),Philippines,?,Douglas C-47A-65-DL (DC-3),NA,,5,1,5,1,6,6
Damaged beyond repair,NA,Tuesday 13 March 1945,1945,,Myanmar,Military,United States Army Air Force - USAAF,Landing (LDG),?,?,Douglas C-47-DL (DC-3),NA,,,,,,,
